mouse_id,sex,pgm,liver_wt,gallstone_presence,gallstone_score,gallstone_count,gallstone_weight,gallstone_sandy,gallstone_solid,ChMC_agg,ChMC_ind,chol,HDL_log,nonHDL,D1Mit3,D1Mit21,D1Mit440,D1Mit102,D1Mit111,D1Mit17,D2Mit312,D2Mit79,D2Mit296,D2Mit7,D2Mit182,D2Mit94,D2Mit340,D2Mit285,D2Mit49,D2Mit113,D3Mit203,D3Mit51,D3Mit57,D3Mit147,D4Mit18,D4Mit110,D4Mit17,D4Mit155,D4Mit308,D4Mit251,D4Mit42,D5Mit387,D5Mit201,D5Mit95,D5Mit143,D6Mit86,D6Mit46,D6Mit123,D6Mit102,D6Mit36,D6Mit62,D6Mit111,D6Mit14,D6Mit373,D7Mit267,D7Mit345,D7Mit83,D7Mit323,D7Mit259,D8Mit155,D8Mit292,D8Mit40,D8Mit88,D9Mit58,D9Mit90,D9Mit129,D9Mit307,D9Mit24,D9Mit52,D10Mit123,D10Mit16,D10Mit184,D10Mit31,D10Mit264,D10Mit96,D10Mit14,D11Mit74,D11Mit189,D11Mit4,D11Mit178,D11Mit212,D11Mit67,D11Mit214,D12Mit182,D12Mit60,D12Mit227,D12Mit7,D13Mit302,D13Mit16,D13Mit19,D13Mit13,D13Mit128,D13Mit171,D14Mit98,D14Mit5,D14Mit7,D14Mit131,D15Mit13,D15Mit115,D15Mit71,D15Mit79,D16Mit32,D16Mit101,D16Mit125,D16Mit139,D16Mit86,D17Mit19,D17Mit51,D17Mit39,D17Mit123,D18Mit64,D18Mit12,D18Mit208,D18Mit48,D19Mit68,D19Mit30,D19Mit88,D19Mit26,DXMit81,DXMit1,DXMit8,DXMit149,DXMit121
250,1,0,1.6118,0,0,0,0,0,0,0,0,405,1.845,335,H,D,D,D,H,H,H,H,H,H,D,D,D,D,D,D,C,H,H,H,D,H,H,H,H,H,H,H,H,H,D,H,D,D,D,D,D,D,D,D,H,D,D,D,H,C,H,H,D,C,H,H,H,H,D,H,D,D,D,H,-,H,D,H,-,H,H,H,H,C,H,H,H,H,H,H,H,D,D,C,H,D,D,C,C,H,H,H,H,D,D,D,H,H,H,D,C,H,D,D,H,H,H,C,C,D,D,D,D
251,1,0,1.6673,1,2,0,0,4,0,4,0,251,1.839,182,H,H,H,H,H,D,C,C,C,C,H,D,H,H,H,H,H,D,H,H,H,H,H,D,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,D,D,D,D,H,H,C,C,C,C,C,D,C,C,C,C,C,H,D,H,H,D,D,H,H,H,H,H,H,C,C,H,H,D,D,D,D,H,H,H,H,H,D,H,H,H,H,H,H,C,H,H,H,D,C,C,C,C,D
252,1,0,2.0807,1,2,0,0,3,0,4,1,336,1.978,242,C,H,H,H,H,C,D,D,D,D,D,D,D,D,H,H,H,H,H,H,C,C,C,C,C,H,H,H,D,D,D,C,H,H,H,H,H,H,C,C,H,H,H,H,C,H,H,H,H,H,H,H,H,C,C,-,H,H,H,D,D,H,H,H,D,D,D,D,D,D,D,H,H,H,H,C,C,C,C,H,C,C,C,C,C,H,H,D,D,D,D,D,H,H,C,C,C,C,C,C,H,H,H,H,D,D,D,D,D
253,1,0,1.7945,1,2,0,0,4,0,4,0,598,1.875,523,H,H,C,H,H,D,C,C,C,H,H,H,C,C,C,C,D,D,D,H,H,-,H,C,C,C,H,C,H,H,H,D,H,H,H,H,H,H,D,D,C,C,C,C,-,D,D,D,D,H,H,H,H,H,H,H,H,H,H,H,H,D,H,H,C,C,C,C,C,H,C,C,C,H,-,H,H,H,H,H,H,D,H,H,D,D,D,D,D,D,D,-,D,D,D,D,D,D,D,H,H,C,C,C,C,C,C,C,D
254,1,0,1.8541,1,2,0,0,4,0,4,0,368,1.851,297,C,C,C,C,C,C,H,H,H,H,H,H,C,C,C,C,D,D,D,D,C,-,H,H,D,D,D,D,D,D,D,H,H,H,D,D,D,D,D,D,H,H,H,H,C,H,H,H,H,D,H,H,C,C,C,H,H,H,H,H,H,C,H,H,H,H,H,H,D,D,D,D,H,C,C,C,C,C,C,D,H,H,H,D,D,H,C,D,D,D,D,-,D,H,H,H,C,C,H,D,H,H,H,H,D,D,D,D,C
255,1,0,1.3967,0,0,0,0,0,0,0,0,418,1.914,336,C,C,C,C,H,D,C,C,C,C,H,D,D,D,D,D,H,D,D,H,D,H,H,H,H,H,C,C,C,C,-,-,C,C,H,H,H,H,H,H,H,H,H,-,C,C,C,C,C,D,D,-,H,C,C,C,C,-,H,H,-,D,-,C,C,C,C,C,H,C,C,C,C,H,H,C,C,C,H,H,H,H,H,C,C,C,C,H,-,D,D,H,H,D,D,-,C,C,C,H,H,D,D,D,-,D,D,D,D
256,1,0,2.6528,0,0,0,0,0,0,0,0,394,2.117,263,C,H,H,H,C,C,D,D,D,D,D,D,D,D,D,D,C,H,D,H,H,C,C,H,H,D,D,D,D,D,D,-,H,H,H,H,H,H,H,H,H,D,D,-,H,D,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,D,C,C,C,C,C,C,C,H,H,H,H,H,H,H,C,H,H,H,C,H,H,C,C,H,H,H,D,D,D,D,H,C,C,D,H,H,H,C,C,C,C,C,C,C,C,C,C
257,1,0,1.5351,1,2,3,0.2,1,2,3,0,520,1.919,437,H,D,D,D,H,H,D,D,D,D,D,D,H,H,H,D,H,H,H,H,H,H,H,H,H,C,-,D,H,H,C,C,C,H,H,H,H,H,H,H,D,D,-,H,H,C,C,C,C,C,C,C,H,H,H,-,C,C,H,H,-,D,H,H,D,D,D,D,H,H,H,C,H,H,H,H,H,H,H,H,D,D,D,D,D,H,H,H,H,H,H,H,H,H,C,C,C,C,H,-,H,H,H,C,D,D,D,D,D
258,1,0,1.003,0,0,0,0,0,0,0,0,242,1.881,166,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,D,D,D,H,H,-,H,H,H,H,C,H,C,C,H,H,D,D,D,D,D,D,D,-,D,C,H,H,-,H,H,D,C,C,H,H,H,H,H,-,C,-,H,H,H,H,C,D,H,H,H,H,H,D,H,D,H,H,H,H,H,H,H,C,D,D,H,H,-,C,C,H,H,H,D,D,H,D,D,D,H,C,C,H,H,C,C,C,C,D,C,C,C,D
259,1,0,2.7891,0,0,0,0,0,0,0,0,327,2.017,223,C,H,H,H,D,D,H,H,H,H,H,C,H,H,D,D,H,D,D,D,H,H,H,D,D,D,H,H,D,D,H,H,H,D,D,D,D,D,D,D,C,C,C,C,C,D,D,D,D,H,H,D,D,D,D,H,H,C,C,C,C,C,D,D,-,H,H,H,H,H,H,H,H,C,H,H,H,H,H,D,D,D,D,H,H,D,D,D,D,D,D,H,C,H,C,C,C,C,C,D,H,H,D,H,D,D,D,D,D
260,1,0,1.4508,0,0,0,0,0,0,0,0,235,1.813,170,H,H,H,H,D,D,C,C,C,C,C,C,C,C,C,D,H,H,C,H,D,D,D,-,C,C,C,H,H,H,C,C,H,H,H,H,H,D,D,H,H,H,H,D,D,H,H,H,H,C,C,C,H,H,H,D,C,C,C,C,C,H,H,H,H,H,H,H,H,C,C,C,C,H,H,H,H,C,C,H,D,H,H,H,H,C,C,D,D,H,C,C,D,D,H,H,H,H,H,H,H,H,H,H,C,C,C,-,C
261,1,0,3.2153,0,0,0,0,0,0,0,0,397,2.152,255,H,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,H,C,C,C,D,H,H,H,H,H,H,D,H,D,D,C,C,H,D,D,D,D,D,D,C,C,C,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,H,H,D,D,D,D,D,D,D,D,H,D,D,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,D,C,C,C,C,C,C,H,H,D,H,H,H,H,C,H,H,H,D,D,D,D,D
262,1,0,1.3376,1,2,0,0,1,0,2,1,280,1.806,216,H,D,D,D,D,D,H,H,H,H,D,H,H,H,C,C,H,D,H,H,D,H,H,H,H,H,D,C,H,D,D,C,C,C,C,C,C,C,C,C,H,D,D,H,H,C,-,H,H,C,-,C,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,D,D,D,D,C,C,C,C,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,D,H,H,C,C,C,C,H,C,C,H,-,C,C,C,C
263,1,0,1.1769,0,0,0,0,0,0,0,0,152,1.699,102,C,H,D,D,D,D,C,C,C,C,H,H,C,C,C,H,H,H,C,C,D,D,H,H,H,H,H,H,D,H,H,H,H,H,C,C,C,C,H,H,C,H,H,D,H,H,H,C,D,H,H,D,H,H,H,D,H,H,H,H,-,H,C,H,-,H,H,H,H,-,C,C,C,C,C,C,C,C,C,D,D,D,H,C,C,C,H,H,H,H,H,H,D,D,-,H,C,H,H,H,C,C,C,H,D,D,D,D,D
264,1,0,1.1327,0,0,0,0,0,0,0,0,223,1.69,174,H,H,H,H,H,C,H,H,C,C,C,C,H,H,H,H,H,D,D,H,D,D,D,D,D,D,H,H,C,C,C,H,D,D,D,D,D,D,D,D,C,C,C,C,D,C,C,C,H,H,D,D,C,C,C,H,H,H,H,H,H,H,H,C,C,C,C,H,H,D,H,H,H,D,D,D,D,D,D,D,H,H,H,C,H,H,H,H,C,C,C,H,C,C,H,H,D,D,D,D,H,H,H,D,D,C,C,C,C
265,1,0,1.2273,0,0,0,0,0,0,0,0,185,1.851,114,C,H,H,H,H,D,D,D,D,D,C,C,H,H,D,D,C,C,C,D,H,H,H,H,H,C,H,H,H,H,H,-,H,H,H,H,H,H,D,D,H,H,D,D,D,H,H,H,H,D,D,D,D,D,D,H,H,D,D,H,-,H,C,-,C,C,C,H,H,H,H,D,D,H,H,H,H,C,H,H,H,D,D,C,C,H,H,H,H,H,D,D,C,C,H,D,D,D,H,H,H,H,H,H,D,C,C,C,C
266,1,0,1.5855,1,2,0,0,4,0,0,0,239,1.959,148,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,C,C,C,C,H,C,C,H,H,H,D,D,D,H,C,H,H,H,C,C,C,C,H,H,H,C,C,H,D,C,H,H,H,H,H,H,H,H,H,D,D,D,D,D,H,H,H,D,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,C,D,H,C,C,H,C,C,C,D,D,D,H,H,C,H,H,H,H,H,H,H,D,D,D,-,D
267,1,0,1.656,0,0,0,0,0,0,0,0,242,1.792,180,D,D,D,D,D,H,H,H,H,H,H,H,H,H,H,D,H,H,H,D,H,H,H,H,H,C,C,C,H,D,-,C,C,C,C,C,C,C,C,C,H,H,H,D,D,D,H,C,C,D,D,-,D,D,D,H,H,-,H,H,H,H,-,H,H,D,D,D,D,H,H,D,D,H,H,H,H,H,H,H,C,C,H,C,C,H,H,D,-,D,D,D,H,D,D,-,C,C,C,D,C,H,H,D,-,D,D,D,D
268,1,0,1.2708,0,0,0,0,0,0,0,0,142,1.544,107,D,H,H,H,H,H,C,C,C,C,C,-,C,C,C,C,C,C,C,C,D,D,D,D,D,D,D,C,C,C,C,C,C,C,C,H,H,H,H,H,C,C,C,H,H,C,C,C,H,C,C,C,D,D,D,H,H,D,D,D,D,D,H,H,C,C,C,C,C,H,H,H,D,D,D,D,D,D,D,H,H,D,D,H,H,H,C,D,D,D,D,D,C,C,C,H,H,H,C,C,C,H,H,H,C,C,C,C,D
269,1,0,1.8134,0,1,0,0,0,0,2,1,233,1.914,151,C,C,C,C,C,C,D,D,D,D,D,D,D,D,D,D,H,H,C,H,D,D,D,D,D,H,H,H,H,D,D,C,C,H,H,H,H,H,D,D,D,D,D,D,C,H,C,C,C,C,C,C,H,H,H,D,D,D,H,H,-,H,H,H,D,D,D,D,C,H,H,C,H,C,C,C,H,H,H,C,H,D,D,D,D,D,D,C,C,C,C,H,H,D,D,D,H,H,D,D,D,D,D,D,C,C,C,C,C
270,1,0,1.1407,0,0,0,0,0,0,0,0,228,1.851,157,H,D,D,D,D,H,D,D,D,D,D,D,D,D,D,D,C,C,C,C,C,H,H,H,H,C,C,D,D,D,H,H,D,H,H,H,H,H,H,H,H,H,H,H,H,D,D,H,H,C,H,H,H,H,H,C,C,C,C,C,C,C,D,H,H,H,H,H,D,H,H,H,H,H,H,C,C,C,C,H,H,H,H,C,C,C,C,D,D,D,D,H,H,H,H,H,H,H,H,H,D,D,D,D,D,D,D,D,C
271,1,0,1.2446,0,1,0,0,0,0,0,1,218,1.806,154,H,H,H,H,H,H,C,C,C,C,C,H,D,D,D,D,D,D,C,C,H,H,H,C,C,C,C,C,H,D,D,H,H,H,C,C,C,H,H,H,H,H,H,C,C,D,D,D,D,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,D,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,C,C,C,C,H,C,C,C,C,C,C,C,H,D,H,H,C,C,C,C,C,C
272,1,0,1.7515,0,0,0,0,0,0,0,0,215,1.929,130,H,H,H,D,H,H,D,D,D,D,D,D,D,D,D,D,C,C,C,H,C,H,D,D,H,C,C,C,H,H,H,H,H,C,C,C,C,C,H,H,C,C,C,C,C,C,H,D,C,C,C,C,H,D,H,H,D,D,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,D,D,D,H,H,H,C,C,C,H,H,H,H,H,C,C,H,H,C,H,H,H,H,D,H,H,H,D,C,C,C,C
273,1,0,1.3001,1,2,0,0,2,0,3,1,102,1.845,32,H,D,H,H,D,D,C,C,C,C,C,C,C,C,C,C,H,H,D,D,H,H,C,C,H,H,H,H,H,H,D,C,H,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,C,C,C,C,D,D,D,D,D,H,H,D,D,D,D,D,D,H,H,H,H,H,D,D,D,D,H,H,H,H,C,H,D,D,H,H,D,D,H,H,H,C,H,H,H,C,C,C,C,D,D,D,H,D,D,D,D,D
274,1,0,2.1088,0,0,0,0,0,0,0,0,67,1.778,8,C,H,H,H,D,D,C,C,C,C,H,-,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,C,C,H,H,C,C,C,H,H,H,H,D,D,H,H,H,D,H,C,C,H,H,D,D,D,H,H,H,-,C,H,H,C,C,H,D,H,H,H,-,H,H,D,H,C,C,D,D,H,H,C,H,D,D,D,D,H,H,H,C,C,C,H,H,H,-,C,-,H,D,D,H,-,C,H,H,H,C,C,C,D,D
275,1,0,1.6517,1,2,6,0.47,3,3,3,2,116,2.037,8,H,H,H,H,H,H,D,D,D,D,D,D,H,H,H,H,H,H,D,D,H,H,H,H,H,H,H,H,H,H,C,D,D,C,C,C,C,C,H,H,H,H,H,H,H,C,C,C,H,D,D,H,H,H,H,H,H,C,C,C,C,H,H,H,H,D,D,D,D,H,H,D,D,H,H,D,D,D,H,H,H,H,H,H,H,C,H,D,D,D,D,H,H,H,H,H,C,D,D,C,H,H,H,D,C,C,C,C,C
276,1,0,1.6507,0,0,0,0,0,0,0,0,180,1.778,121,H,H,D,D,D,D,C,H,H,H,H,H,D,D,D,D,D,D,H,H,H,H,H,C,C,C,-,H,H,C,C,H,H,H,H,H,H,H,H,H,C,C,-,H,D,C,H,D,H,D,D,D,C,C,C,H,H,D,D,D,-,D,C,C,C,C,C,C,C,D,D,D,D,H,H,H,C,H,H,H,H,C,C,H,C,C,C,D,D,D,D,D,C,H,D,D,H,C,C,H,H,H,H,D,D,D,D,D,D
277,1,0,1.9171,1,2,14,1.52,0,4,0,1,128,1.934,42,H,H,H,H,C,C,H,H,H,C,H,H,H,H,H,H,H,H,C,C,H,H,H,D,D,D,D,D,H,C,C,D,D,D,D,H,H,H,H,H,H,H,H,H,D,H,-,C,H,H,H,H,D,D,D,H,H,H,H,H,H,H,C,-,H,H,H,H,H,C,H,D,D,H,H,H,H,H,D,D,D,D,H,H,C,C,H,C,C,C,C,-,D,H,H,H,H,H,C,C,H,H,H,H,D,D,D,D,D
278,1,0,1.6661,0,0,0,0,0,0,0,0,130,1.556,94,H,H,C,H,C,C,C,C,C,C,C,C,C,C,C,C,H,H,C,C,D,D,H,H,H,D,D,H,H,H,H,H,H,C,C,C,C,C,H,H,D,D,D,D,C,H,H,H,H,C,C,H,H,H,H,-,D,D,D,D,D,D,D,-,D,D,D,D,D,C,C,C,C,H,H,-,C,C,H,-,D,D,H,C,H,D,D,H,C,C,C,-,D,D,H,C,C,C,H,-,H,C,C,C,D,D,D,-,D
